0,0,0,0,0
-0.005766840404610886,0.009314782008474014,1.3192064292067556,-0.0001613358908798546,-0.000531708705238998,-1.5369913578033447
-0.006319972237841101,0.009552541305282278,1.3199216027361975,-0.00010836462752195074,-0.0005624011973850429,-1.5371483564376833
-0.006859234424568171,0.009625346774414867,1.3194704021088377,-0.00015466034528799358,-0.0005091740749776364,-1.5369765758514407
-0.007288400145674261,0.009777066698322576,1.3190691129430347,-0.0001453718723496423,-0.0005529219633899629,-1.5370738506317139
-0.007731268345104132,0.009990405110346464,1.3193124974903747,-7.15529458830133e-05,-0.0005928483442403376,-1.53708553314209
-0.008242429085648113,0.010012891003206046,1.319655019128931,-0.00014217516581993555,-0.0005840325611643492,-1.5369809865951538
-0.008800276972033588,0.010147490595528656,1.3200736803053275,-0.00011431231541791927,-0.0005382759263738989,-1.5369883775711062
-0.009253667894535855,0.010215206008212319,1.3204951394777993,-0.00014781794743612409,-0.000583830289542675,-1.5372083187103271
-0.009747903770200088,0.010393222769966308,1.3211969593069512,-0.0001016021851683036,-0.0006008415366522968,-1.5369600057601926
-0.010377576576918178,0.01050447521721161,1.3211697625381058,-0.00010586334246909246,-0.0005278475000523032,-1.536993741989136
-0.010844311780437462,0.01060500452781315,1.321595453397027,-0.00010289495548931886,-0.0005756691098213196,-1.5372138023376467
-0.011386006910248644,0.010783357382832828,1.321010270390661,-5.238606172497382e-05,-0.0005655181012116372,-1.5369639396667476
-0.011959176364048899,0.01080902306368947,1.3214747838481866,-9.837726247496904e-05,-0.0005339639610610901,-1.5371309518814087
-0.013271537202942585,0.010988037305768302,1.321431749032925,-5.0168608140666004e-05,-0.0006006507319398227,-1.536982774734497
-0.016556959488408886,0.01110214818495505,1.3216117980250783,-9.742531983647493e-05,0.00015194684965535998,-1.536999464035034
-0.018293483727989255,0.01129041791050356,1.3218419461002267,-1.393864295096131e-05,0.0006307225557975471,-1.537071466445923
-0.01915860683897721,0.01139619796658673,1.322090883177529,-3.44734985446884e-07,0.0008192734094336629,-1.537052631378174
-0.018362533971752137,0.011343381238676413,1.3222676689252766,-8.862923277774826e-05,8.162902668118478e-05,-1.5370304584503176
-0.017935903081474636,0.011367458791759004,1.32206977928606,-0.00013126472185831522,-0.00038062321254983544,-1.5370070934295654
-0.018159693468791975,0.011589131158579666,1.3225590344016684,-5.574130773311484e-05,-0.0005188495269976556,-1.536950945854187
-0.018462114912880058,0.011696396347009627,1.322551358789279,-1.0817923794093078e-05,-0.00047415078734047705,-1.5369671583175661
-0.018942271105737526,0.01174972302018323,1.3228047205698292,-8.694260941410876e-06,-0.0004025772796012461,-1.5369743108749387
-0.0192853276970504,0.011837118222658706,1.3229876965156964,3.250521331210618e-05,-0.0004336642450653016,-1.5369796752929685
-0.019682280915316194,0.011801023215003585,1.3231986787723233,-9.493495781498492e-06,-0.0004380330210551619,-1.5369799137115479
-0.020200750121057074,0.011876258923006203,1.3232009027443654,3.322154589113782e-05,-0.0004556818457785994,-1.536982536315918
-0.020560541178040848,0.0118523197759536,1.3249525585714692,6.222297997737745e-06,-0.00038570724427700043,-1.5369962453842165
-0.021428837507803,0.011827134351216273,1.354189427991118,-1.517400232842192e-05,-2.7370220777811486e-05,-1.53702187538147
-0.02161293744128044,0.011802691499607205,1.3689043499442628,-4.2768326238729066e-05,3.141375054838135e-05,-1.5370278358459477
-0.021716515032348217,0.011935818044043929,1.390283822817777,4.861031266045758e-05,4.89873855258338e-05,-1.5370317697525022
-0.021695348388661582,0.011868505620563777,1.419908143875614,-1.7297043086728068e-06,9.672898158896716e-06,-1.5370135307312007
-0.021703672555050537,0.011829492788323232,1.434252649419324,-2.840950764948503e-05,1.194299511553254e-05,-1.5370202064514165
-0.021725586614778844,0.011911018339633279,1.4620191109688054,1.8639915651874617e-05,3.812112845480443e-05,-1.5370273590087888
-0.021667169798150632,0.011845548805991417,1.4754099124745546,-3.1505704100709415e-05,4.396053554955874e-06,-1.5370339155197144
-0.021664321863869004,0.011946812521387708,1.4950500555559487,2.915340337494855e-05,1.754522963892668e-05,-1.5370055437088017
-0.020534414451941783,0.01184233617991974,1.5213761829852839,-2.471558582328726e-05,5.756205064244568e-05,-1.537008047103882
-0.019419262122459584,0.011874300405896049,1.5342405808927675,7.353719411185007e-06,-7.481619832105933e-05,-1.5370104312896726
-0.016319664151266514,0.011778778673130107,1.557995322357364,-6.434538136090827e-06,-0.0007333884132094682,-1.5371416807174683
-0.014537224861226944,0.011705470559987299,1.5693697572190881,-3.400657442398369e-05,-0.0013132398016750813,-1.537204623222351
-0.014169625123998917,0.011673518975476155,1.58605840961748,-5.349982166080747e-05,-0.0014425616245716808,-1.5371997356414795
-0.01594836599618586,0.011832215106992743,1.6081426875693008,5.064419383415946e-05,-0.0005794928292743862,-1.5370360612869263
-0.016904817752925815,0.011874330705417362,1.618737891425609,8.537609392078592e-05,-0.0001101920352084562,-1.5370031595230103
-0.017293858994767777,0.011731413758321197,1.639011972896214,3.100036701653152e-05,-3.1185591069515795e-05,-1.5370155572891233
-0.017275882734489094,0.011704519033816608,1.6490819323561345,2.701066841837019e-05,-9.495150879956783e-05,-1.537011742591858
-0.017235120239250373,0.01181569881548942,1.6644611008981518,0.0001251916837645695,-0.0001963377435458824,-1.536998748779297
-0.017424625819794298,0.011666993097880022,1.6826373936539774,8.934035577112807e-05,-0.000207631237572059,-1.5370143651962278
-0.017578267615945813,0.011694842003322138,1.6915643467157946,0.00013975858746562148,-0.00017969068721868098,-1.5369961261749265
