0.100173436,-0.001462255,-0.032087423
0.203547053,-0.004801682,-0.032109839
0.31339735,-0.008340819,-0.032111115
0.423449347,-0.011883377,-0.032110883
0.533289012,-0.015418376,-0.032110783
0.633337217,-0.018635983,-0.032110707
0.743188664,-0.022168571,-0.032110648
0.843206337,-0.025383609,-0.032111011
0.943239197,-0.028598705,-0.032111089
1.053022308,-0.032127139,-0.032110825
1.163016604,-0.035661489,-0.03211054
1.27291594,-0.039192659,-0.032110488
1.382893184,-0.042726,-0.032111137
1.492798169,-0.046256963,-0.032110852
1.602771065,-0.049789869,-0.032110725
1.712691222,-0.053321032,-0.032110598
1.822658314,-0.056853573,-0.032110788
1.93257849,-0.060384625,-0.032111116
2.042535506,-0.063916797,-0.032110908
2.152464775,-0.067448038,-0.032110643
2.262423057,-0.07098014,-0.032110439
2.372355632,-0.074511423,-0.032111127
2.48230548,-0.078043288,-0.032110913
2.592238279,-0.081574575,-0.032110799
2.702189787,-0.085106438,-0.032110677
2.812135769,-0.088638105,-0.032110606
2.922072964,-0.092169504,-0.032110987
3.0320179,-0.095701178,-0.032111038
3.141956403,-0.099232626,-0.032110753
3.251905258,-0.102764372,-0.032110487
3.361848132,-0.106295907,-0.032110614
3.471791504,-0.10982752,-0.032111071
3.581730095,-0.113358967,-0.032110812
3.691675542,-0.116890614,-0.032110711
3.801619504,-0.120422203,-0.032110592
3.911564487,-0.123953821,-0.032110851
4.021504688,-0.127485326,-0.032111122
4.131446674,-0.13101689,-0.032110882
4.24139185,-0.134548527,-0.032110624
4.351337149,-0.138080143,-0.032110453
4.461281184,-0.141611741,-0.032111248
4.571221377,-0.145143256,-0.032110947
4.681164477,-0.14867484,-0.0321108
4.791108355,-0.152206435,-0.032110687
4.90105424,-0.155738081,-0.03211065
5.010996202,-0.159269623,-0.032111032
5.120937001,-0.162801152,-0.032110981
5.230879938,-0.166332729,-0.032110716
5.340825649,-0.169864365,-0.03211046
5.450771016,-0.173395977,-0.032110741
5.560711599,-0.176927498,-0.032110952
5.670652893,-0.18045902,-0.032110772
5.78059659,-0.183990606,-0.032110674
5.89054251,-0.187522251,-0.032110558
6.000486864,-0.191053851,-0.032110873
6.110426985,-0.194585352,-0.032111046
6.220369103,-0.198116909,-0.032110772
6.33031363,-0.201648512,-0.032110474
6.440259947,-0.205180144,-0.032110351
6.550202293,-0.208711686,-0.032111118
6.660142754,-0.212243186,-0.032110734
6.770085414,-0.215774732,-0.032110601
6.880030504,-0.219306343,-0.032110476
6.98997658,-0.222837974,-0.032110518
7.099917501,-0.226369469,-0.032110899
7.209858678,-0.229900988,-0.032110727
7.319802197,-0.233432553,-0.032110435
7.429747978,-0.23696416,-0.032110184
7.539693072,-0.240495743,-0.032110705
7.649633135,-0.244027228,-0.032110718
7.759574725,-0.247558736,-0.032110564
7.869518771,-0.251090312,-0.032110475
7.979465028,-0.254621946,-0.032110372
8.089408274,-0.258153494,-0.032110724
8.199348653,-0.261684986,-0.032110847
8.309291138,-0.265216533,-0.032110567
8.41923601,-0.268748126,-0.032110316
8.529182272,-0.272279742,-0.032110295
8.639123893,-0.275811261,-0.032110964
8.749064507,-0.279342755,-0.032110675
8.859007568,-0.282874306,-0.03211053
8.968952967,-0.286405919,-0.032110418
9.078898733,-0.289937537,-0.032110575
9.188839119,-0.293469019,-0.03211091
9.298780577,-0.297000546,-0.032110713
9.408724427,-0.300532122,-0.032110447
9.518670472,-0.304063739,-0.032110229
9.628614743,-0.307595308,-0.032110914
9.73855476,-0.311126795,-0.032110735
9.848496747,-0.314658322,-0.032110628
9.958441128,-0.318189912,-0.0321105
10.06838751,-0.321721554,-0.03211043
10.17832985,-0.325253083,-0.032110813
10.28827045,-0.328784588,-0.032110855
10.39821326,-0.332316146,-0.03211056
